user_id,funnel_step,timestamp,device
7668,test,2020-01-04 19:52:53,desktop
2062,live,2020-01-04 23:08:26,desktop
369,edit,2020-01-04 22:03:38,desktop
5688,create,2020-01-05 00:43:42,desktop
6991,registration,2020-01-05 01:22:26,desktop
11027,edit,2020-01-04 23:38:50,desktop
6597,live,2020-01-04 23:08:39,desktop
73,registration,2020-01-04 19:47:57,desktop
3719,create,2020-01-04 19:04:28,desktop
1891,edit,2020-01-04 22:51:00,desktop
8496,create,2020-01-04 23:02:31,desktop
9383,create,2020-01-05 01:54:44,desktop
8300,registration,2020-01-04 23:36:59,desktop
3279,registration,2020-01-04 21:37:27,desktop
6830,registration,2020-01-04 21:49:25,desktop
10681,registration,2020-01-04 23:24:50,desktop
644,registration,2020-01-05 02:49:00,desktop
2260,registration,2020-01-04 23:15:34,desktop
591,live,2020-01-05 01:14:40,desktop
3742,live,2020-01-04 23:16:00,desktop
2750,live,2020-01-05 01:54:42,desktop
8178,live,2020-01-05 00:31:18,desktop
8474,edit,2020-01-04 22:48:15,desktop
5347,create,2020-01-04 18:36:55,desktop
8679,live,2020-01-04 21:48:33,desktop
10403,registration,2020-01-05 02:07:33,desktop
3092,edit,2020-01-05 03:16:19,mobile
6206,registration,2020-01-05 03:25:27,desktop
1358,live,2020-01-04 23:01:39,desktop
8430,edit,2020-01-04 21:45:31,desktop
1603,create,2020-01-04 23:53:02,desktop
1848,edit,2020-01-05 01:59:08,desktop
7071,live,2020-01-04 22:54:06,desktop
4026,live,2020-01-05 02:08:12,desktop
1749,registration,2020-01-05 00:18:26,mobile
1563,registration,2020-01-05 00:33:22,desktop
3847,live,2020-01-04 22:01:55,desktop
1915,registration,2020-01-05 01:42:25,desktop
1046,live,2020-01-04 22:28:19,desktop
3251,registration,2020-01-04 20:10:42,desktop
7150,create,2020-01-05 01:56:48,mobile
4474,edit,2020-01-04 22:20:28,desktop
6222,edit,2020-01-04 21:38:20,desktop
4767,registration,2020-01-05 05:00:53,desktop
2163,registration,2020-01-05 02:10:40,desktop
8549,registration,2020-01-04 22:55:10,desktop
9581,registration,2020-01-05 00:28:00,desktop
7732,create,2020-01-05 02:28:24,desktop
8383,create,2020-01-04 23:04:36,desktop
9195,test,2020-01-05 02:32:05,desktop
8345,create,2020-01-05 03:52:25,desktop
602,live,2020-01-05 00:53:26,desktop
2925,registration,2020-01-05 02:43:04,desktop
8547,create,2020-01-04 20:30:17,desktop
7382,registration,2020-01-05 00:49:24,mobile
5968,create,2020-01-04 21:05:44,desktop
9660,registration,2020-01-04 20:13:56,desktop
4847,edit,2020-01-04 22:25:56,desktop
2705,registration,2020-01-04 23:31:22,desktop
9630,registration,2020-01-04 20:18:40,desktop
11239,registration,2020-01-04 23:56:29,desktop
3181,create,2020-01-05 01:59:12,desktop
112,registration,2020-01-04 23:19:49,desktop
7040,edit,2020-01-04 23:38:00,mobile
9046,live,2020-01-04 19:51:12,desktop
8359,live,2020-01-05 02:44:37,desktop
7459,create,2020-01-05 03:29:40,desktop
510,edit,2020-01-04 17:35:54,desktop
5167,registration,2020-01-05 01:48:00,mobile
9619,live,2020-01-05 03:37:30,desktop
5477,registration,2020-01-05 00:38:47,desktop
5087,edit,2020-01-05 01:41:23,desktop
1409,create,2020-01-05 00:02:52,mobile
10758,live,2020-01-04 23:34:11,desktop
7631,create,2020-01-05 00:13:42,desktop
6137,create,2020-01-05 01:11:08,mobile
6131,registration,2020-01-05 03:36:46,desktop
2482,create,2020-01-04 23:53:51,desktop
533,test,2020-01-05 03:04:46,mobile
8557,registration,2020-01-05 01:02:33,desktop
7635,live,2020-01-05 04:47:59,desktop
10715,edit,2020-01-04 22:31:26,desktop
1803,registration,2020-01-04 23:50:35,mobile
962,live,2020-01-05 04:42:21,desktop
9593,create,2020-01-04 16:19:39,desktop
3153,edit,2020-01-05 01:18:40,mobile
4593,registration,2020-01-04 23:52:22,desktop
4175,registration,2020-01-04 22:24:07,desktop
6832,registration,2020-01-04 23:17:29,desktop
8603,live,2020-01-04 22:47:26,desktop
5056,edit,2020-01-05 00:21:37,desktop
4171,edit,2020-01-04 20:27:07,desktop
10987,live,2020-01-05 01:06:29,mobile
2160,registration,2020-01-04 23:53:28,desktop
4844,edit,2020-01-05 01:35:10,desktop
8504,live,2020-01-04 22:10:02,desktop
11126,registration,2020-01-04 20:38:05,desktop
1626,create,2020-01-05 01:23:34,desktop
5127,edit,2020-01-05 01:55:03,desktop
8522,edit,2020-01-05 03:47:17,desktop
265,edit,2020-01-05 03:33:53,desktop
7778,create,2020-01-04 21:00:57,desktop
2710,edit,2020-01-05 00:21:04,desktop
10361,create,2020-01-05 03:47:33,mobile
8729,registration,2020-01-05 02:31:05,mobile
7500,edit,2020-01-04 19:36:17,desktop
7983,live,2020-01-04 21:05:48,desktop
1507,create,2020-01-04 19:43:13,mobile
1820,registration,2020-01-05 03:22:10,desktop
5570,registration,2020-01-05 00:01:07,desktop
4407,registration,2020-01-04 23:56:53,desktop
610,edit,2020-01-04 22:01:26,desktop
9734,edit,2020-01-04 19:08:39,mobile
4557,live,2020-01-04 18:58:09,desktop
5132,live,2020-01-05 06:44:15,desktop
2132,registration,2020-01-04 22:03:24,desktop
11045,edit,2020-01-04 21:15:13,desktop
9886,edit,2020-01-05 00:41:40,desktop
4302,registration,2020-01-04 21:32:28,desktop
4757,edit,2020-01-05 06:16:39,desktop
8589,registration,2020-01-05 01:39:57,desktop
8231,live,2020-01-05 02:42:26,desktop
3625,edit,2020-01-04 23:39:25,desktop
10864,edit,2020-01-05 00:32:53,mobile
11197,live,2020-01-05 03:16:51,desktop
3573,edit,2020-01-04 21:46:41,desktop
9975,create,2020-01-05 01:51:13,mobile
5932,edit,2020-01-05 05:31:20,desktop
6983,registration,2020-01-04 23:45:45,desktop
1508,edit,2020-01-05 03:04:21,desktop
679,create,2020-01-05 01:20:50,desktop
273,registration,2020-01-04 19:56:36,desktop
2389,edit,2020-01-05 01:26:29,desktop
2902,live,2020-01-05 02:18:55,desktop
9603,live,2020-01-04 23:40:28,desktop
9714,create,2020-01-05 00:39:59,desktop
386,live,2020-01-04 23:12:17,desktop
6361,registration,2020-01-05 01:35:40,desktop
5943,create,2020-01-05 03:55:06,desktop
3312,edit,2020-01-04 22:34:09,mobile
779,registration,2020-01-04 19:47:24,desktop
5806,create,2020-01-04 22:24:54,desktop
8260,create,2020-01-05 04:44:48,desktop
4088,create,2020-01-05 05:02:35,mobile
2243,create,2020-01-04 22:48:08,desktop
10954,edit,2020-01-04 18:30:30,desktop
2048,registration,2020-01-05 00:02:23,desktop
4585,create,2020-01-04 23:40:21,desktop
4419,live,2020-01-05 00:54:43,desktop
7897,registration,2020-01-05 00:29:33,desktop
9256,create,2020-01-05 00:11:42,desktop
7985,live,2020-01-04 23:05:56,mobile
4955,create,2020-01-04 18:43:19,mobile
5959,live,2020-01-05 02:46:38,desktop
150,live,2020-01-04 20:35:30,desktop
10323,create,2020-01-05 02:04:33,desktop
10794,registration,2020-01-04 22:01:14,desktop
10782,edit,2020-01-05 04:51:41,desktop
10708,registration,2020-01-04 22:30:01,desktop
5137,registration,2020-01-04 20:58:26,desktop
2044,live,2020-01-04 18:50:48,mobile
11190,create,2020-01-04 21:08:39,desktop
10799,edit,2020-01-04 21:40:15,desktop
482,registration,2020-01-05 03:37:40,desktop
8841,edit,2020-01-04 23:17:15,desktop
1379,live,2020-01-05 00:54:24,desktop
9229,registration,2020-01-04 23:07:47,desktop
4047,live,2020-01-04 21:56:43,desktop
779,edit,2020-01-04 19:49:01,desktop
10153,registration,2020-01-04 23:18:31,desktop
9618,edit,2020-01-04 22:27:25,desktop
675,create,2020-01-04 23:27:57,desktop
4390,registration,2020-01-04 23:19:30,desktop
8474,live,2020-01-04 23:19:14,desktop
473,edit,2020-01-04 21:25:45,mobile
5968,registration,2020-01-04 21:04:58,desktop
1736,registration,2020-01-05 01:29:39,desktop
3494,registration,2020-01-04 19:37:57,desktop
902,live,2020-01-04 22:32:55,desktop
11108,registration,2020-01-05 02:41:46,desktop
6536,create,2020-01-05 01:44:32,desktop
3778,live,2020-01-05 00:46:22,desktop
10882,create,2020-01-04 23:11:14,desktop
10272,edit,2020-01-04 20:34:00,desktop
10165,registration,2020-01-05 00:37:10,desktop
9458,registration,2020-01-04 23:08:06,mobile
3724,create,2020-01-04 21:35:06,desktop
926,create,2020-01-04 22:05:03,desktop
9787,registration,2020-01-04 22:13:54,desktop
7656,registration,2020-01-05 00:42:36,desktop
6856,create,2020-01-04 21:27:09,desktop
817,create,2020-01-04 20:32:44,desktop
2056,create,2020-01-05 00:37:42,desktop
7765,live,2020-01-04 23:34:57,desktop
7870,create,2020-01-04 21:14:09,desktop
8672,registration,2020-01-04 20:42:05,mobile
4123,create,2020-01-05 00:27:19,desktop
329,live,2020-01-04 23:59:14,desktop
5108,registration,2020-01-05 01:08:14,desktop
3574,registration,2020-01-04 23:08:39,desktop
4152,live,2020-01-05 03:51:19,desktop
9294,registration,2020-01-04 21:50:52,desktop
3698,create,2020-01-04 17:13:13,desktop
9696,edit,2020-01-04 20:53:45,desktop
5337,live,2020-01-04 20:55:24,desktop
5197,registration,2020-01-04 23:02:06,desktop
8387,registration,2020-01-05 02:54:57,desktop
10890,live,2020-01-05 01:24:10,desktop
9605,registration,2020-01-04 19:57:52,desktop
9883,registration,2020-01-04 22:33:48,desktop
1369,edit,2020-01-05 06:24:16,desktop
2483,registration,2020-01-05 01:23:53,mobile
1332,create,2020-01-05 01:53:03,desktop
9846,edit,2020-01-04 21:21:12,desktop
6220,registration,2020-01-05 04:46:21,desktop
6015,registration,2020-01-04 23:19:16,desktop
253,live,2020-01-04 19:16:58,desktop
2343,edit,2020-01-05 01:58:55,desktop
7634,edit,2020-01-04 22:20:56,desktop
2041,registration,2020-01-04 23:38:03,desktop
8391,registration,2020-01-04 20:14:06,mobile
10191,create,2020-01-04 23:20:35,desktop
2089,create,2020-01-05 02:39:55,desktop
3770,create,2020-01-04 18:27:36,desktop
7152,create,2020-01-05 00:30:49,desktop
8466,edit,2020-01-05 02:00:27,desktop
5296,registration,2020-01-05 02:21:12,desktop
3464,live,2020-01-05 00:13:01,desktop
4698,registration,2020-01-05 02:15:00,desktop
8880,test,2020-01-04 22:10:39,desktop
4159,live,2020-01-04 19:45:01,desktop
8180,edit,2020-01-04 18:03:27,desktop
9782,registration,2020-01-05 00:59:06,desktop
6656,registration,2020-01-05 07:01:05,desktop
5211,registration,2020-01-05 01:21:52,desktop
8466,test,2020-01-05 02:09:08,desktop
1391,create,2020-01-04 23:34:26,desktop
4363,registration,2020-01-05 01:24:09,desktop
261,create,2020-01-05 02:04:45,desktop
3362,live,2020-01-05 01:02:15,desktop
326,edit,2020-01-04 23:29:53,desktop
5497,edit,2020-01-05 00:23:07,desktop
3806,registration,2020-01-05 03:41:35,desktop
7389,registration,2020-01-05 04:24:10,desktop
2121,edit,2020-01-05 01:10:19,desktop
9798,edit,2020-01-05 01:16:45,desktop
10938,create,2020-01-05 00:17:53,desktop
4543,create,2020-01-04 23:19:15,mobile
1853,create,2020-01-04 20:46:24,desktop
3581,create,2020-01-04 22:08:57,desktop
3863,edit,2020-01-05 00:41:11,desktop
4084,live,2020-01-04 20:02:09,desktop
3666,registration,2020-01-04 22:34:55,desktop
7193,create,2020-01-05 01:21:51,desktop
9593,live,2020-01-04 16:42:49,desktop
10113,edit,2020-01-04 21:36:25,desktop
10700,create,2020-01-05 01:54:44,desktop
2288,live,2020-01-04 21:40:23,desktop
439,registration,2020-01-05 05:00:36,mobile
8687,edit,2020-01-05 01:22:29,desktop
9384,create,2020-01-04 22:35:31,desktop
5285,edit,2020-01-05 00:48:41,desktop
3791,create,2020-01-05 04:05:47,desktop
3580,edit,2020-01-05 01:51:54,desktop
1423,registration,2020-01-05 00:40:12,desktop
1452,registration,2020-01-04 22:19:53,desktop
10297,create,2020-01-05 09:18:21,mobile
1513,registration,2020-01-04 18:41:16,desktop
10394,edit,2020-01-04 20:14:47,mobile
5396,registration,2020-01-04 21:59:12,desktop
7352,registration,2020-01-04 22:25:38,desktop
9954,create,2020-01-05 00:33:13,desktop
10007,registration,2020-01-04 21:13:35,desktop
7477,registration,2020-01-05 02:04:56,desktop
2939,create,2020-01-04 23:27:03,desktop
3157,registration,2020-01-05 01:58:28,desktop
3479,live,2020-01-05 00:47:43,desktop
3086,registration,2020-01-05 03:41:25,mobile
3992,create,2020-01-04 22:38:45,desktop
10106,edit,2020-01-05 03:04:24,desktop
10442,registration,2020-01-04 20:28:33,desktop
10537,edit,2020-01-05 03:50:36,desktop
2650,create,2020-01-04 20:41:26,mobile
2452,edit,2020-01-05 02:01:58,desktop
2716,registration,2020-01-04 23:36:36,desktop
49,create,2020-01-05 00:37:00,desktop
9040,edit,2020-01-04 23:31:34,desktop
10093,edit,2020-01-05 01:43:35,desktop
10837,create,2020-01-04 21:18:39,desktop
1038,create,2020-01-05 03:51:21,desktop
5854,registration,2020-01-04 22:18:16,desktop
5212,create,2020-01-04 22:47:17,desktop
6656,create,2020-01-05 07:01:38,desktop
2237,live,2020-01-04 23:22:31,desktop
3101,registration,2020-01-04 20:47:11,desktop
2278,live,2020-01-05 03:00:32,desktop
537,registration,2020-01-05 00:43:58,desktop
5671,live,2020-01-05 00:52:10,desktop
3158,registration,2020-01-04 20:48:19,desktop
3063,registration,2020-01-04 20:12:26,desktop
6159,live,2020-01-04 21:43:10,desktop
5317,live,2020-01-05 01:41:14,desktop
4415,edit,2020-01-04 23:15:39,desktop
3477,registration,2020-01-04 21:52:57,desktop
10464,create,2020-01-04 18:31:40,desktop
6582,registration,2020-01-05 06:05:25,desktop
8160,registration,2020-01-04 19:32:43,desktop
8113,live,2020-01-04 23:19:49,desktop
9726,live,2020-01-05 06:54:18,desktop
444,edit,2020-01-05 03:07:57,desktop
6938,create,2020-01-04 21:36:01,desktop
1907,registration,2020-01-05 01:14:43,desktop
4670,create,2020-01-05 00:01:58,mobile
8069,registration,2020-01-04 17:23:01,mobile
7166,registration,2020-01-05 00:49:29,desktop
5723,registration,2020-01-04 22:16:30,desktop
8127,registration,2020-01-04 22:46:01,desktop
2143,live,2020-01-04 17:37:07,desktop
5790,registration,2020-01-04 21:57:48,desktop
791,create,2020-01-05 00:08:07,desktop
4363,edit,2020-01-05 01:24:52,desktop
2576,edit,2020-01-04 21:41:52,desktop
3084,edit,2020-01-04 22:59:03,desktop
6906,edit,2020-01-04 21:21:49,mobile
9297,registration,2020-01-05 04:34:10,desktop
799,edit,2020-01-05 02:29:00,desktop
9376,create,2020-01-05 07:27:47,desktop
2548,edit,2020-01-04 21:45:32,desktop
10442,create,2020-01-04 20:28:46,desktop
10883,live,2020-01-05 02:16:57,desktop
9699,create,2020-01-04 23:20:33,desktop
5579,create,2020-01-04 22:44:36,desktop
5659,live,2020-01-04 18:45:24,desktop
2531,registration,2020-01-05 01:55:24,desktop
10179,create,2020-01-05 01:11:44,desktop
10275,registration,2020-01-05 04:12:13,desktop
7199,edit,2020-01-05 05:02:38,desktop
6493,edit,2020-01-04 23:06:49,desktop
3474,create,2020-01-04 19:01:11,desktop
9015,registration,2020-01-05 00:50:07,desktop
6571,edit,2020-01-05 02:00:55,desktop
6291,create,2020-01-04 19:17:56,desktop
5003,edit,2020-01-04 22:58:00,desktop
6608,live,2020-01-04 23:14:15,desktop
1804,edit,2020-01-05 02:26:55,desktop
6009,create,2020-01-04 20:05:01,desktop
6398,create,2020-01-05 00:42:48,desktop
3402,edit,2020-01-04 22:32:49,desktop
5115,registration,2020-01-04 23:44:21,desktop
7179,live,2020-01-04 20:21:00,desktop
8411,edit,2020-01-05 02:27:08,desktop
7297,create,2020-01-04 22:14:29,desktop
6646,live,2020-01-05 02:46:23,desktop
6876,registration,2020-01-04 19:29:48,desktop
1385,live,2020-01-05 01:01:33,desktop
6068,registration,2020-01-05 00:40:16,desktop
9322,live,2020-01-05 02:12:56,desktop
6259,live,2020-01-04 21:54:38,desktop
519,registration,2020-01-05 02:52:20,desktop
11186,edit,2020-01-05 04:36:21,desktop
7321,edit,2020-01-04 22:32:06,desktop
9210,registration,2020-01-05 03:17:06,desktop
2752,edit,2020-01-04 23:07:48,mobile
9635,create,2020-01-04 21:30:42,desktop
7370,live,2020-01-05 01:33:56,desktop
4171,create,2020-01-04 20:27:13,desktop
1271,live,2020-01-05 04:07:56,desktop
6785,registration,2020-01-04 23:32:52,desktop
10650,live,2020-01-04 23:55:40,desktop
3808,create,2020-01-04 22:05:27,desktop
3684,registration,2020-01-05 03:50:35,desktop
5292,create,2020-01-04 23:20:41,mobile
4207,registration,2020-01-04 22:50:32,desktop
3831,registration,2020-01-04 22:27:35,desktop
5937,registration,2020-01-04 19:16:26,desktop
5536,create,2020-01-05 00:31:02,desktop
4131,registration,2020-01-04 23:45:26,desktop
1879,test,2020-01-05 02:27:09,mobile
10661,live,2020-01-04 23:39:35,desktop
1108,registration,2020-01-05 03:17:51,desktop
8627,registration,2020-01-04 19:53:51,desktop
8853,edit,2020-01-05 00:25:32,desktop
8922,live,2020-01-05 02:36:53,desktop
2939,registration,2020-01-04 23:26:57,desktop
6760,live,2020-01-05 02:41:34,desktop
4750,edit,2020-01-04 19:38:48,desktop
496,edit,2020-01-04 23:27:00,desktop
10991,registration,2020-01-04 20:40:29,desktop
5067,registration,2020-01-05 00:07:57,desktop
5091,registration,2020-01-05 00:29:17,mobile
7167,edit,2020-01-04 23:53:27,desktop
10788,edit,2020-01-05 04:49:33,mobile
761,live,2020-01-04 22:54:59,desktop
2672,edit,2020-01-05 00:07:17,desktop
4213,create,2020-01-04 17:02:07,desktop
1863,edit,2020-01-04 20:27:45,desktop
6968,edit,2020-01-04 23:43:53,desktop
4864,registration,2020-01-05 00:23:36,mobile
2458,registration,2020-01-04 23:59:31,desktop
7530,create,2020-01-05 02:28:24,desktop
4104,registration,2020-01-04 23:14:11,desktop
4756,registration,2020-01-05 03:35:26,mobile
7465,registration,2020-01-05 00:05:48,desktop
10655,create,2020-01-04 21:37:18,desktop
1571,edit,2020-01-04 21:53:55,desktop
3488,live,2020-01-05 00:48:19,desktop
7070,create,2020-01-04 23:20:16,mobile
5163,registration,2020-01-05 00:48:28,desktop
2795,registration,2020-01-04 21:43:01,desktop
6990,edit,2020-01-05 00:28:03,desktop
8427,live,2020-01-05 02:00:00,desktop
11101,registration,2020-01-04 21:01:33,desktop
3022,live,2020-01-04 20:36:20,desktop
5632,live,2020-01-05 00:07:32,desktop
1924,edit,2020-01-04 20:37:06,desktop
4189,create,2020-01-05 05:19:51,desktop
4513,registration,2020-01-05 03:04:57,desktop
8889,registration,2020-01-04 23:57:46,desktop
7098,create,2020-01-05 02:54:47,desktop
5781,registration,2020-01-04 22:31:41,mobile
4320,live,2020-01-04 22:20:36,desktop
11236,live,2020-01-05 06:33:04,desktop
4742,create,2020-01-05 04:10:06,mobile
4411,registration,2020-01-05 04:30:43,desktop
3563,registration,2020-01-05 01:26:35,mobile
6627,create,2020-01-04 19:38:36,desktop
7521,registration,2020-01-04 23:09:01,mobile
6617,registration,2020-01-04 22:42:51,desktop
1484,live,2020-01-05 00:21:17,desktop
8615,live,2020-01-05 02:18:51,desktop
2856,registration,2020-01-05 00:35:17,desktop
5439,edit,2020-01-05 02:36:34,desktop
8394,registration,2020-01-04 23:15:19,desktop
7585,registration,2020-01-05 01:08:52,desktop
592,edit,2020-01-04 22:48:08,desktop
5141,registration,2020-01-05 05:01:20,desktop
784,registration,2020-01-04 22:38:46,desktop
4111,create,2020-01-05 02:05:40,desktop
1067,registration,2020-01-05 04:01:18,desktop
10972,create,2020-01-05 01:32:56,desktop
1859,edit,2020-01-05 04:04:07,desktop
6385,edit,2020-01-05 02:45:23,desktop
10804,live,2020-01-04 21:04:58,desktop
1464,live,2020-01-04 23:56:16,desktop
9549,create,2020-01-05 04:02:12,desktop
10565,edit,2020-01-05 00:48:25,desktop
1877,registration,2020-01-04 20:52:57,desktop
5616,edit,2020-01-05 03:31:00,desktop
10172,create,2020-01-04 23:12:47,desktop
5590,registration,2020-01-04 23:42:37,desktop
5946,edit,2020-01-04 21:49:19,mobile
7438,registration,2020-01-05 02:27:18,desktop
1771,live,2020-01-04 20:08:57,desktop
2290,edit,2020-01-05 01:55:56,desktop
231,live,2020-01-05 01:53:48,desktop
7511,registration,2020-01-04 22:24:21,desktop
7552,edit,2020-01-05 00:42:07,mobile
8466,registration,2020-01-05 01:59:10,desktop
5515,registration,2020-01-05 01:33:48,desktop
5948,edit,2020-01-05 03:22:39,desktop
1303,test,2020-01-04 22:36:13,desktop
8562,create,2020-01-05 00:22:34,mobile
6572,registration,2020-01-04 22:59:42,desktop
766,create,2020-01-05 02:40:02,mobile
6071,live,2020-01-05 04:00:41,desktop
2205,registration,2020-01-04 20:54:34,mobile
7705,registration,2020-01-04 23:52:35,desktop
7251,live,2020-01-05 05:57:54,desktop
3723,edit,2020-01-05 00:29:54,desktop
466,registration,2020-01-04 19:26:17,desktop
7302,registration,2020-01-04 22:09:38,desktop
6021,live,2020-01-05 01:16:45,desktop
7565,live,2020-01-05 00:11:08,desktop
10377,create,2020-01-05 02:21:55,desktop
2270,registration,2020-01-05 01:29:06,desktop
5782,live,2020-01-05 00:43:38,desktop
9484,live,2020-01-04 23:53:00,desktop
2753,registration,2020-01-04 20:31:32,desktop
861,registration,2020-01-05 02:34:49,desktop
10548,live,2020-01-04 21:55:35,desktop
8913,edit,2020-01-04 23:20:15,desktop
10231,live,2020-01-04 22:14:12,desktop
10124,registration,2020-01-05 03:24:48,desktop
6474,create,2020-01-05 02:14:17,desktop
4229,edit,2020-01-04 23:34:49,desktop
10685,live,2020-01-05 02:07:44,desktop
1833,create,2020-01-05 04:51:56,desktop
4589,registration,2020-01-04 23:53:49,desktop
7987,registration,2020-01-05 04:40:17,desktop
9626,registration,2020-01-05 02:09:52,mobile
3022,registration,2020-01-04 20:07:37,desktop
2387,edit,2020-01-04 19:04:42,desktop
1466,registration,2020-01-04 20:59:28,desktop
9331,registration,2020-01-05 04:35:15,desktop
1223,edit,2020-01-05 03:25:32,desktop
9426,edit,2020-01-04 18:34:20,desktop
2800,registration,2020-01-04 20:51:09,desktop
2134,create,2020-01-05 02:05:14,desktop
7692,edit,2020-01-04 17:38:27,desktop
202,edit,2020-01-04 22:08:47,mobile
2730,live,2020-01-04 22:10:45,desktop
8243,registration,2020-01-05 01:56:25,mobile
8295,edit,2020-01-05 00:54:33,desktop
1363,live,2020-01-04 23:52:50,desktop
1584,create,2020-01-04 20:31:49,desktop
2713,edit,2020-01-04 23:59:00,desktop
8652,live,2020-01-05 03:26:32,desktop
8255,registration,2020-01-05 02:22:16,desktop
8301,edit,2020-01-05 02:58:53,desktop
8459,edit,2020-01-04 22:10:23,desktop
3359,create,2020-01-04 21:42:21,desktop
8869,registration,2020-01-05 02:48:12,desktop
8230,registration,2020-01-05 01:47:23,mobile
3079,live,2020-01-04 21:48:46,mobile
2462,create,2020-01-04 23:00:12,mobile
2635,edit,2020-01-04 23:16:31,desktop
8346,live,2020-01-05 00:58:11,desktop
2875,create,2020-01-04 19:34:00,desktop
1590,edit,2020-01-05 01:43:52,desktop
6308,create,2020-01-05 02:56:57,desktop
1058,edit,2020-01-05 00:31:45,desktop
9513,create,2020-01-05 01:57:41,desktop
3230,registration,2020-01-04 19:01:47,desktop
2929,registration,2020-01-05 00:41:41,mobile
710,live,2020-01-05 04:53:49,desktop
11053,live,2020-01-05 03:35:25,desktop
184,live,2020-01-05 06:18:17,desktop
2395,edit,2020-01-04 22:17:07,desktop
3682,edit,2020-01-04 23:08:31,desktop
9788,registration,2020-01-05 00:38:26,desktop
6834,registration,2020-01-04 21:56:32,desktop
1391,edit,2020-01-04 23:34:55,desktop
5426,registration,2020-01-05 04:20:30,desktop
7901,live,2020-01-05 00:16:18,desktop
